tool,size,t_load,m_graph,t_first,t_rest
hdt_rs,10000,0.00143549,1476,0.000004236,0.000232202
hdt_rs,10000,0.002450884,1492,0.000008055,0.000595066
hdt_rs,10000,0.002532513,1028,0.00000438,0.000199581
hdt_rs,10000,0.002140849,1300,0.000005443,0.000297547
hdt_rs,20000,0.002231684,1880,0.000005521,0.000593096
hdt_rs,20000,0.002051424,1728,0.000004108,0.000393784
hdt_rs,20000,0.0021126,1876,0.000004731,0.000465033
hdt_rs,20000,0.002593679,2072,0.000005337,0.000543857
hdt_rs,40000,0.01143581,2776,0.000018468,0.003286596
hdt_rs,40000,0.010586294,2692,0.000019243,0.003186959
hdt_rs,40000,0.005569003,2780,0.000008809,0.001779584
hdt_rs,40000,0.006353551,2968,0.000006424,0.001056594
hdt_rs,80000,0.006812403,4788,0.000005151,0.001779668
hdt_rs,80000,0.009613359,5004,0.000011303,0.003739582
hdt_rs,80000,0.014127293,5028,0.000011243,0.003386397
hdt_rs,80000,0.010269047,5036,0.000005402,0.001778298
hdt_rs,100000,0.016519177,5884,0.000010963,0.003738485
hdt_rs,100000,0.020629728,5688,0.00000982,0.003186182
hdt_rs,100000,0.015192088,5680,0.00000864,0.002739404
hdt_rs,100000,0.009646667,5904,0.000005829,0.001869746
hdt_rs,1000000,0.06655499,31456,0.000007035,0.019835276
hdt_rs,1000000,0.059616827,31464,0.00000659,0.020175312
hdt_rs,1000000,0.063770862,31480,0.000006915,0.020046285
hdt_rs,1000000,0.062031263,31400,0.000007504,0.0198242
hdt_rs,10310000,0.663989923,251720,0.000009974,0.206249469
hdt_rs,10310000,0.668033221,250788,0.000010223,0.205761514
hdt_rs,10310000,0.677202267,250900,0.000009544,0.208793892
hdt_rs,10310000,0.678033978,249504,0.000009996,0.206245236
