tool,size,t_load,m_graph,t_first,t_rest
python,10000,0.1251171730000351,16320,2.42730002355529e-05,0.0006319300000541261
python,10000,0.12571241600016947,16128,2.2662999981548637e-05,0.0006512970003313967
python,10000,0.12597403500058135,15936,2.3964999854797497e-05,0.0006497289996332256
python,10000,0.1253049489996556,15936,2.3540000256616622e-05,0.0006489879997388925
python,20000,0.24838576000001922,33272,3.34290007231175e-05,0.0013205309996919823
python,20000,0.2492601990006733,33464,3.30299999404815e-05,0.0013127880001775338
python,20000,0.24851859099999274,33288,3.568600004655309e-05,0.0012986759993509622
python,20000,0.2489992720002192,33268,3.4081000194419175e-05,0.001323265000792162
python,40000,0.5154437709998092,61256,7.19559993740404e-05,0.0026490950003790203
python,40000,0.5168407410001237,61392,7.065399950079154e-05,0.0025954190004995326
python,40000,0.519367826999769,61272,6.77719999657711e-05,0.002593211000203155
python,40000,0.5155445780001173,61248,7.633200038981158e-05,0.002617763999296585
python,80000,1.1046501169994372,120556,0.0001434559999324847,0.005428847000075621
python,80000,1.101701698999932,120552,0.00014145900058792904,0.005446094000035373
python,80000,1.111106954999741,120560,0.0001438270001017372,0.005489871999998286
python,80000,1.1082373889994415,120556,0.00014469699999608565,0.005443592000119679
python,100000,1.4039704289998554,149532,0.00016612699982943013,0.0067268020002302364
python,100000,1.4144839179998598,149528,0.0001698199994280003,0.006557023999448575
python,100000,1.441176125000311,149620,0.00019179300034011248,0.007217854000373336
python,100000,1.4391412389995821,149716,0.00021810499947605422,0.007446060999427573
python,1000000,15.08708030300022,1420332,0.0022537450004165294,0.07948746200054302
python,1000000,15.156375101999402,1420428,0.0022254010000324342,0.0793014540004151
python,1000000,14.981387779000215,1420520,0.0021964410007058177,0.0794812419999289
python,1000000,15.16204109499995,1420432,0.0022927350000827573,0.081082902000162
python,10310000,154.9758209010006,14774452,0.022616967000431032,0.8774191779993998
python,10310000,156.98901490900062,14774544,0.023171474999799102,0.8777469549995658
python,10310000,157.10388467200028,14774716,0.022812530999544833,0.8728731649998736
python,10310000,156.31447440600004,14774492,0.023252742000295257,0.8838693719999355
